date,title,event_or_location,type,description,source_url
2016-06-04,CYBO,,live session,"Topics tagged on BasharTV: number 13, ancient Essassani, transformation, game, shift reality, health, self-hate, increase vibrations, ""Triple A"" technique, war, tension, conflict. Recording date 2016-06-04 per fan-archived copy on archive.org (identifier bashar-cybo-2016-06-04).",https://tv.bashar.org/programs/cybo
2016-06-17,Masks,,live session,"Topics tagged on BasharTV: change personality, higher mind, permission slip, transformation, hollow earth, Bashar quote, Darryl's movie, health, communication. Recording date 2016-06-17 per fan-archived copy on archive.org (identifier bashar-masks-2016-06-17).",https://tv.bashar.org/programs/masks
2016-06-18,The Story Tree,,live session,"Topics tagged on BasharTV: rewrite your story, positivity, value, instantly manifest change, exciting plot, Mayan Calendar, health. Recording date 2016-06-18 per fan-archived copy on archive.org (identifier bashar-the-story-tree-2016-06-18).",https://tv.bashar.org/programs/story-tree
2016-06-19,The State of the Union,,live session,"Topics tagged on BasharTV: father, creation, UFO, drought, implants, alien lifespan, breaking habits. Recording date 2016-06-19 per fan-archived copy on archive.org (identifier bashar-state-of-the-union-2016-06-19).",https://tv.bashar.org/programs/state-of-the-union
2016-09-10,The Future of The Past,,live session,"Topics tagged on BasharTV: transforming, history, personal beliefs, contact, ships, paralysis, 13 Skulls, hollow earth, Anunnaki. Recording date 2016-09-10 per fan-archived copy on archive.org (identifier bashar-the-future-of-the-past-2016-09-10).",https://tv.bashar.org/programs/future-of-the-past
2016-09-11,The Protocols of First Contact,"Sedona, Arizona",live session,"Topics tagged on BasharTV: Sedona, phases of contact, hybrid children, crop circles, time loop, shifting realities, symbology of Saturn, love, Interstellar Alliance. Recording date 2016-09-11 per fan-archived copy on archive.org (identifier bashar-the-protocols-of-first-contact-2016-09-11).",https://tv.bashar.org/programs/protocols-of-first-contact
2016-09-23,The Art of Art,,live session,"Topics tagged on BasharTV: permission slips, creativity, state of being, follow your excitement, dream definitions, Sirius connection, communication, society polarity, Council of Elders. Recording date 2016-09-23 per fan-archived copy on archive.org (identifier bashar-the-art-of-art-2016-09-23).",https://tv.bashar.org/programs/art-of-art
2016-09-24,30 Days of Disclosure,,live session,"Topics tagged on BasharTV: probability of disclosure, experiment, society, collective consciousness, overcome challenges, grief, Tachyon energy, writer's block. Recording date 2016-09-24 per fan-archived copy on archive.org (identifier bashar-30-days-of-disclosure-2016-09-24).",https://tv.bashar.org/programs/30-days-of-disclosure
2016-09-25,Dear Mom and Dad,,live session,"Topics tagged on BasharTV: hybrid agenda, hybrid children, future earth, roles, humanity, Egypt, war, tension, conflict. Recording date 2016-09-25 per fan-archived copy on archive.org (identifier bashar-dear-mom-and-dad-2016-09-25).",https://tv.bashar.org/programs/dear-mom-and-dad
2016-10-01,The Precursors,,live session,"Topics tagged on BasharTV: new information, preparation, 2016, contact, self worth, overcome fear, angel numbers, Atlantis, channeling, illness, freedom, following your excitement, collective consciousness. Recording date 2016-10-01 per fan-archived copy on archive.org (identifier bashar-the-precursors-2016-10-01).",https://tv.bashar.org/programs/precursors
2016-10-15,Amplifying First Contact,,live session,"Topics tagged on BasharTV: amplifying, contact, first contact, Europe, probability, ET disclosing, vibration, self-doubt, Sphinx, war, tension, conflict. Recording date 2016-10-15 per fan-archived copy on archive.org (identifier bashar-amplifying-first-contact-2016-10-15).",https://tv.bashar.org/programs/amplifying-first-contact
2016-10-26,An Afternoon with Bashar - 2016-10-26,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-october-26-2016
2016-11-05,Self Worth,,live session,"Topics tagged on BasharTV: self worth, self love, vibration, channeling, communication, DNA, negative feelings, pyramids, defense mechanisms, self-esteem, introductions. Recording date 2016-11-05 per fan-archived copy on archive.org (identifier bashar-self-worth-2016-11-05).",https://tv.bashar.org/programs/self-worth
2016-11-06,An Afternoon with Bashar - 2016-11-06,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-6-2016
2016-11-07,An Afternoon with Bashar - 2016-11-07,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-november-7-2016
2016-11-12,The Next Phase,,live session,"Topics tagged on BasharTV: election, events, ET disclosure, Trump, parallel earth, higher mind. Recording date 2016-11-12 per fan-archived copy on archive.org (identifier bashar-the-next-phase-2016-11-12).",https://tv.bashar.org/programs/next-phase
2016-12-02,Shards: The Next Chapters,,live session,"Bashar channeling session titled 'Shards: The Next Chapters', dated 2016-12-02. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-shards-the-next-chapters-2016-12-02
2016-12-03,The Five Levels of Mastery,,live session,"Topics tagged on BasharTV: shape-shifter, sage, wraith, cryptic, nocturnal, Willa, energy, hybrid children, manifesting, divinorum, contact. Recording date 2016-12-03 per fan-archived copy on archive.org (identifier bashar-the-five-levels-of-mastery-2016-12-03).",https://tv.bashar.org/programs/five-levels-of-mastery
2016-12-04,The Winter Spirit,,live session,"Topics tagged on BasharTV: Willa, nature spirit, future, community on earth, five levels of mastery, highest excitement, energies, the formula, mothership. Recording date 2016-12-04 per fan-archived copy on archive.org (identifier bashar-the-winter-spirit-2016-12-04).",https://tv.bashar.org/programs/winter-spirit
2017-01-16,An Afternoon with Bashar - 2017-01-16,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-january-16-20171
2017-02-10,An Afternoon with Bashar - 2017-02-10,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-february-10-2017
2017-03-04,The Empowerment of Being You,,live session,"Topics tagged on BasharTV: alignment, empowerment, core energy, vibrational frequency, encounters, Orion wars, predominant, planetary vibration, war. Recording date 2017-03-04 per fan-archived copy on archive.org (identifier bashar-the-empowerment-of-being-you-2017-03-04).",https://tv.bashar.org/programs/empowerment-of-being-you
2017-04-08,Mirror Mirror,,live session,"Topics tagged on BasharTV: flat earth, reflections, physical reality, shift, collective consciousness, meditation, five laws, DMT, Bermuda Triangle, spirit communications. Recording date 2017-04-08 per fan-archived copy on archive.org (identifier bashar-mirror-mirror-2017-04-08).",https://tv.bashar.org/programs/mirror-mirror
2017-06-01,An Afternoon with Bashar - 2017-06-01,BasharTV 'An Afternoon/Evening with Bashar' series (Japanese-language title on BasharTV: バシャールとの午後),live session,Dated session in the 'An Afternoon with Bashar' series listed on BasharTV; the program page gives only the title/date (Japanese title 'バシャールとの午後' on the 'afternoon' entries) and no synopsis.,https://tv.bashar.org/programs/afternoon-june-1-2017
2017-06-16,"As Above, So Below",,live session,"Topics tagged on BasharTV: sage, channeling, crystals, manifest, energy, physical reality, DMT, dragons, origins, density, free will, overcoming fear. Recording date 2017-06-16 per fan-archived copy on archive.org (identifier bashar-as-above-so-below-2017-06-16).",https://tv.bashar.org/programs/as-above-so-below
2017-06-17,The Triad Mind,,live session,"Topics tagged on BasharTV: consciousness, passion, realities, dreams. Recording date 2017-06-17 per fan-archived copy on archive.org (identifier bashar-the-triad-mind-2017-06-17).",https://tv.bashar.org/programs/triad-mind
2017-06-18,Nature's Social Network,,live session,"Bashar channeling session titled 'Nature's Social Network', dated 2017-06-18. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-natures-social-network-2017-06-18
2017-07-08,The Manifestation Space,,live session,"Topics tagged on BasharTV: limiting concepts, manifesting, least resistance, true self. Recording date 2017-07-08 per fan-archived copy on archive.org (identifier bashar-the-manifestation-space-2017-07-08).",https://tv.bashar.org/programs/manifestation-space
2017-09-10,Limitations Unlimited,,live session,"Topics tagged on BasharTV: master of limitation, limitations, positive power, manifest, dreams, meditation, shifting, Cybo, ships, Essassani, channeling, crystallize, 30 Days of Disclosure, teachings. Recording date 2017-09-10 per fan-archived copy on archive.org (identifier bashar-limitations-unlimited-2017-09-10).",https://tv.bashar.org/programs/limitations-unlimited
2017-09-10,The Seven Neutral Needs,,live session,"Topics tagged on BasharTV: seven needs, core neutrality, positive, negative, empowered, past, karma, Hybrid Seven, telepathy, pet reflections, Atlantis, manifesting, chambers of pyramids. Recording date 2017-09-10 per fan-archived copy on archive.org (identifier bashar-the-seven-neutral-needs-2017-09-10).",https://tv.bashar.org/programs/seven-neutral-needs
2017-09-22,Epsilon,,live session,"Topics tagged on BasharTV: AI, epsilon, eclipse, epiphany, Essassani, AI spheres, earth, contact, teachings, hybrid children, eastern treatments, the Elementals. Recording date 2017-09-22 per fan-archived copy on archive.org (identifier bashar-epsilon-2017-09-22).",https://tv.bashar.org/programs/epsilon
